#Read position (bp)	Clipping profile
0.0	0.01104515174298033
1.0	0.010245788180560227
2.0	0.009682644201549549
3.0	0.00903184964806377
4.0	0.008560030400781496
5.0	0.008245096156216764
6.0	0.008109137217855533
7.0	0.007985652270169128
8.0	0.007889096022351641
9.0	0.007813949678528765
10.0	0.0077474368482517335
11.0	0.007692929288999929
12.0	0.007648249722401014
13.0	0.007606639513507541
14.0	0.007567085623076828
15.0	0.007532853968667372
16.0	0.0074987432741674895
17.0	0.007467308817666935
18.0	0.007442134036486836
19.0	0.007416067175973628
20.0	0.0073910587146691934
21.0	0.007366246813217817
22.0	0.0073431585904778695
23.0	0.007320901967116246
24.0	0.007299038463460736
25.0	0.007278581118754025
26.0	0.007258834413516061
27.0	0.00724014610748687
28.0	0.00722266740055342
29.0	0.007204221014343378
30.0	0.007188541586064841
31.0	0.007171758398611442
32.0	0.007155912650457242
33.0	0.0071406112218961254
34.0	0.00712614139271333
35.0	0.007111399403733992
36.0	0.007096884214585106
37.0	0.007082157345594466
38.0	0.00706936583515701
39.0	0.007056392884855194
40.0	0.007043676974361222
41.0	0.007031838023211661
42.0	0.007019364032536838
43.0	0.007008568360607354
44.0	0.006997440048926541
45.0	0.006987067736680567
46.0	0.006977723583665971
47.0	0.006967956070967868
48.0	0.006959141117557658
49.0	0.006950023764373515
50.0	0.006941193690974609
51.0	0.006932106577767859
52.0	0.006924108103747275
53.0	0.006916532989410199
54.0	0.006909093954971395
55.0	0.0069008989210977536
56.0	0.006893611086545918
57.0	0.006886429091914958
58.0	0.006879307577238787
59.0	0.00687211046261913
60.0	0.0068652762277281966
61.0	0.006858699032645107
62.0	0.0068522125574942
63.0	0.006846497201766826
64.0	0.006840691126107272
65.0	0.0068344012108094215
66.0	0.006828700975070744
67.0	0.006822259859885925
68.0	0.006816181624429829
69.0	0.006810511628668545
70.0	0.006804418273223753
71.0	0.006798536597620715
72.0	0.006792821241893341
73.0	0.006787529245849477
74.0	0.006782207009828219
75.0	0.006777277893513077
76.0	0.006772560457039689
77.0	0.006766981181210586
78.0	0.006761840385053688
79.0	0.006756744948862881
80.0	0.006752254312219944
81.0	0.006747325195904802
82.0	0.006742562399465324
83.0	0.006738449762539806
84.0	0.006733505526235968
85.0	0.0067290148895930305
86.0	0.00672453937293879
87.0	0.006719685856567132
88.0	0.006715104499992015
89.0	0.00671088602314562
90.0	0.006706380266513987
91.0	0.006702207149633681
92.0	0.006697217553363752
93.0	0.0066929688365399646
94.0	0.006688931799557931
95.0	0.0066846074827906585
96.0	0.006680646045752108
97.0	0.006676639248747468
